reaction,mapped_reaction
CC(=O)CCC(O)=O.NCCc1c[nH]c2ccccc12>>CC12CCC(=O)N1CCc1c2[nH]c2ccccc12,[NH2:1][CH2:2][CH2:3][c:4]1[cH:5][nH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12.[CH3:13][C:14](=[O:15])[CH2:16][CH2:17][C:18]([OH:19])=[O:20]>>[CH3:13][C:14]12[CH2:16][CH2:17][C:18](=[O:20])[N:1]1[CH2:2][CH2:3][c:4]1[c:5]2[nH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12.[O:19].[O:15]
O=C1OCc2ccccc12.O=Cc1cccc(c1)C#N>>O=C1C(C(=O)c2ccccc12)c1cccc(c1)C#N,[O:1]=[CH:2][c:3]1[cH:4][cH:5][cH:6][c:7]([cH:8]1)[C:9]#[N:10].[O:11]=[C:12]1[O:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]12>>[OH2:1].[O:13]=[C:14]1[CH:2]([C:12](=[O:11])[c:20]2[cH:19][cH:18][cH:17][cH:16][c:15]12)[c:3]1[cH:4][cH:5][cH:6][c:7]([cH:8]1)[C:9]#[N:10]
CCOC(=O)C(=NOC)C(=O)CCl.OCCS>>CCOC(=O)C(=NOC)C1=CSCCO1,[OH:1][CH2:2][CH2:3][SH:4].[CH3:5][CH2:6][O:7][C:8](=[O:9])[C:10](=[N:11][O:12][CH3:13])[C:14](=[O:15])[CH2:16][Cl:17]>>[CH3:5][CH2:6][O:7][C:8](=[O:9])[C:10](=[N:11][O:12][CH3:13])[C:14]1=[CH:16][S:4][CH2:3][CH2:2][O:1]1.[Cl:17].[O:15]
CC(C)(C)OC(=O)NCC1CO1.Cc1ccc(N)cc1F.CN(C)C=O>>Cc1ccc(cc1F)N1CC(CNC(=O)OC(C)(C)C)OC1=O,[CH3:11][C:10]([CH3:12])([CH3:13])[O:14][C:15](=[O:21])[NH:16][CH2:17][CH:18]1[CH2:20][O:19]1.[CH3:9][c:8]1[cH:7][cH:6][c:4]([NH2:5])[cH:3][c:2]1[F:1].[CH3:25][N:24]([CH3:26])[CH:23]=[O:22]>>[CH3:9][c:8]1[cH:7][cH:6][c:4]([cH:3][c:2]1[F:1])[N:5]1[CH2:20][CH:18]([CH2:17][NH:16][C:15](=[O:21])[O:14][C:10]([CH3:11])([CH3:12])[CH3:13])[O:19][C:23]1=[O:22]
[O-]C(=O)c1cc(Br)cnc1Cl.N>>NC(=O)c1cc(Br)cnc1Cl,[NH3:1].[O-:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([Br:8])[cH:9][n:10][c:11]1[Cl:12]>>[NH2:1][C:3](=[O:4])[c:5]1[cH:6][c:7]([Br:8])[cH:9][n:10][c:11]1[Cl:12].[O:2]
COc1cc(Br)cc(CO)c1.[C-]#N>>COc1cc(CO)cc(c1)C#N,[C-:1]#[N:2].[CH3:3][O:4][c:5]1[cH:6][c:7]([Br:8])[cH:9][c:10]([CH2:11][OH:12])[cH:13]1>>[CH3:3][O:4][c:5]1[cH:13][c:10]([CH2:11][OH:12])[cH:9][c:7]([cH:6]1)[C:1]#[N:2].[Br:8]
CC1CN(C)CC(CN1Cc1ccccc1)[N+]([O-])=O.CC(O)=O>>CC1CN(C)CC(CN1Cc1ccccc1)NC(C)=O,[CH3:1][C:2]([OH:3])=[O:4].[CH3:5][CH:6]1[CH2:7][N:8]([CH3:9])[CH2:10][CH:11]([CH2:12][N:13]1[CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[N+:21]([O-:22])=[O:23]>>[CH3:5][CH:6]1[CH2:7][N:8]([CH3:9])[CH2:10][CH:11]([CH2:12][N:13]1[CH2:14][c:15]1[cH:20][cH:19][cH:18][cH:17][cH:16]1)[NH:21][C:2]([CH3:1])=[O:4].[O:23].[O:22].[O:3]
CCCC[Sn](CCCC)(CCCC)C=C.Fc1ccccc1S(=O)(=O)c1ccc(Cl)nc1>>Fc1ccccc1S(=O)(=O)c1ccc(C=C)nc1,[CH3:32][CH2:31][CH2:19][CH2:18][Sn:20]([CH2:21][CH2:22][CH2:23][CH3:24])([CH2:25][CH2:26][CH2:27][CH3:28])[CH:29]=[CH2:30].[F:17][c:12]1[cH:13][cH:14][cH:15][cH:16][c:11]1[S:8](=[O:9])(=[O:10])[c:5]1[cH:6][cH:7][c:2]([Cl:1])[n:3][cH:4]1>>[F:17][c:12]1[cH:13][cH:14][cH:15][cH:16][c:11]1[S:8](=[O:9])(=[O:10])[c:5]1[cH:6][cH:7][c:2]([CH:29]=[CH2:30])[n:3][cH:4]1.[CH3:28][CH2:27][CH2:26][CH2:25][Sn+:20]([CH2:21][CH2:22][CH2:23][CH3:24])[CH2:18][CH2:19][CH2:31][CH3:32].[Cl-:1]
CCOC(=O)C(O)(CC(=C)c1cc(F)ccc1OC)C(F)(F)F.ICI>>CCOC(=O)C(O)(CC1(CC1)c1cc(F)ccc1OC)C(F)(F)F,[I:1][CH2:2][I:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9]([OH:10])([CH2:11][C:12](=[CH2:13])[c:14]1[cH:15][c:16]([F:17])[cH:18][cH:19][c:20]1[O:21][CH3:22])[C:23]([F:24])([F:25])[F:26]>>[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9]([OH:10])([CH2:11][C:12]1([CH2:13][CH2:2]1)[c:14]1[cH:15][c:16]([F:17])[cH:18][cH:19][c:20]1[O:21][CH3:22])[C:23]([F:24])([F:25])[F:26].[I:3].[I:1]
BrC(Br)(Br)Br.COCC1(CCO)CN(C(C)c2ccccc2)C(=O)C1>>COCC1(CCBr)CN(C(C)c2ccccc2)C(=O)C1,[Br:2][C:1]([Br:3])([Br:4])[Br:5].[CH3:44][O:43][CH2:42][C:28]1([CH2:27][CH2:26][OH:25])[CH2:32][N:31]([CH:33]([CH3:34])[c:35]2[cH:36][cH:37][cH:38][cH:39][cH:40]2)[C:30](=[O:41])[CH2:29]1>>[CH3:44][O:43][CH2:42][C:28]1([CH2:27][CH2:1][Br:5])[CH2:32][N:31]([CH:33]([CH3:34])[c:35]2[cH:36][cH:37][cH:38][cH:39][cH:40]2)[C:30](=[O:41])[CH2:29]1
Brc1ccc(cc1)-c1ccc(=O)[nH]n1.[C-]#N>>O=c1ccc(n[nH]1)-c1ccc(cc1)C#N,[C-:1]#[N:2].[Br:3][c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)-[c:10]1[cH:11][cH:12][c:13](=[O:14])[nH:15][n:16]1>>[O:14]=[c:13]1[cH:12][cH:11][c:10]([n:16][nH:15]1)-[c:7]1[cH:8][cH:9][c:4]([cH:5][cH:6]1)[C:1]#[N:2].[Br:3]
[C-]#N.CN1CCC(CC1)=C1c2ccccc2CCc2ccc(Br)cc12>>CN1CCC(CC1)=C1c2ccccc2CCc2ccc(cc12)C#N,[CH3:1][N:2]1[CH2:3][CH2:4][C:5]([CH2:6][CH2:7]1)=[C:8]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[CH2:15][CH2:16][c:17]2[cH:18][cH:19][c:20]([Br:21])[cH:22][c:23]12.[C-:24]#[N:25]>>[CH3:1][N:2]1[CH2:7][CH2:6][C:5]([CH2:4][CH2:3]1)=[C:8]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[CH2:15][CH2:16][c:17]2[cH:18][cH:19][c:20]([cH:22][c:23]12)[C:24]#[N:25].[Br:21]
[O-]C=O.[NH4+].COC(=O)Cc1ccc(CC(=O)c2cccnc2)cc1>>COC(=O)Cc1ccc(CC(NC=O)c2cccnc2)cc1,[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:8][c:9]([CH2:10][C:11](=[O:12])[c:13]2[cH:14][cH:15][cH:16][n:17][cH:18]2)[cH:19][cH:20]1.[NH4+:21].[O-:22][CH:23]=[O:24]>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:20][cH:19][c:9]([CH2:10][CH:11]([NH:21][CH:23]=[O:24])[c:13]2[cH:14][cH:15][cH:16][n:17][cH:18]2)[cH:8][cH:7]1.[O:12].[O:22]
CC[Mg+].O=C(C1CCCN1Cc1ccccc1)N1CCCC1>>C(N1CCCC1C1(CC1)N1CCCC1)c1ccccc1,[O:1]=[C:2]([CH:3]1[CH2:4][CH2:5][CH2:6][N:7]1[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[N:15]1[CH2:16][CH2:17][CH2:18][CH2:19]1.[CH3:20][CH2:21][Mg+:22]>>[CH2:8]([N:7]1[CH2:6][CH2:5][CH2:4][CH:3]1[C:2]1([CH2:21][CH2:20]1)[N:15]1[CH2:19][CH2:18][CH2:17][CH2:16]1)[c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1.[Mg:22].[O:1]
NCCc1c[nH]c2ccccc12.O=C1OC(=O)c2ccccc12>>O=C1N(CCc2c[nH]c3ccccc23)C(=O)c2ccccc12,[O:1]=[C:2]1[O:3][C:4](=[O:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12.[NH2:12][CH2:13][CH2:14][c:15]1[cH:16][nH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]12>>[OH2:3].[O:1]=[C:2]1[N:12]([CH2:13][CH2:14][c:15]2[cH:16][nH:17][c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]23)[C:4](=[O:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12
Cc1cccc(C)c1COc1cccc(c1)C(=O)CCC(O)=O.N>>Cc1cccc(C)c1COc1cccc(c1)C(=O)CCC(N)=O,[CH3:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH3:8])[c:9]1[CH2:10][O:11][c:12]1[cH:13][cH:14][cH:15][c:16]([cH:17]1)[C:18](=[O:19])[CH2:20][CH2:21][C:22]([OH:23])=[O:24].[NH3:1]>>[CH3:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH3:8])[c:9]1[CH2:10][O:11][c:12]1[cH:13][cH:14][cH:15][c:16]([cH:17]1)[C:18](=[O:19])[CH2:20][CH2:21][C:22]([NH2:1])=[O:24].[OH2:23]
CCOC(=O)C=C(OCC)OCC.COCOCc1csc(N)c1S(N)(=O)=O>>CCOC(=O)CC1=NS(=O)(=O)c2c(COCOC)csc2N1,[CH3:1][O:2][CH2:3][O:4][CH2:5][c:6]1[cH:7][s:8][c:9]([NH2:10])[c:11]1[S:12]([NH2:13])(=[O:14])=[O:15].[CH3:16][CH2:17][O:18][C:19](=[O:20])[CH:21]=[C:22]([O:23][CH2:24][CH3:25])[O:26][CH2:27][CH3:28]>>[CH3:16][CH2:17][O:18][C:19](=[O:20])[CH2:21][C:22]1=[N:13][S:12](=[O:14])(=[O:15])[c:11]2[c:6]([CH2:5][O:4][CH2:3][O:2][CH3:1])[cH:7][s:8][c:9]2[NH:10]1.[C:28].[C:27].[C:24].[C:25].[O:23].[O:26]
NC1CC1.OS(Cl)(=O)=O.CC(C)c1ncc(-c2ccnc(Nc3ccccc3)n2)n1C>>CC(C)c1ncc(-c2ccnc(Nc3ccc(cc3)S(=O)(=O)NC3CC3)n2)n1C,[CH3:1][CH:2]([CH3:3])[c:4]1[n:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][n:11][c:12]([NH:13][c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[n:20]2)[n:21]1[CH3:22].[OH:23][S:24]([Cl:25])(=[O:26])=[O:27].[NH2:28][CH:29]1[CH2:30][CH2:31]1>>[CH3:3][CH:2]([CH3:1])[c:4]1[n:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][n:11][c:12]([NH:13][c:14]3[cH:15][cH:16][c:17]([cH:18][cH:19]3)[S:24](=[O:27])(=[O:26])[NH:28][CH:29]3[CH2:30][CH2:31]3)[n:20]2)[n:21]1[CH3:22].[Cl:25].[O:23]
OC(C(O)C(O)=O)C(O)=O.NCc1ccccc1>>OC1C(O)C(=O)N(Cc2ccccc2)C1=O,[NH2:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[OH:9][CH:10]([CH:11]([OH:12])[C:13]([OH:14])=[O:15])[C:16]([OH:17])=[O:18]>>[OH2:17].[OH2:14].[OH:9][CH:10]1[CH:11]([OH:12])[C:13](=[O:15])[N:1]([CH2:2][c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[C:16]1=[O:18]
CC(C)c1cccc(C(C)C)c1N.O=C1OC(=O)c2ccccc12>>CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccccc2C1=O,[O:1]=[C:2]1[O:3][C:4](=[O:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12.[CH3:12][CH:13]([CH3:14])[c:15]1[cH:16][cH:17][cH:18][c:19]([CH:20]([CH3:21])[CH3:22])[c:23]1[NH2:24]>>[OH2:3].[CH3:22][CH:20]([CH3:21])[c:19]1[cH:18][cH:17][cH:16][c:15]([CH:13]([CH3:14])[CH3:12])[c:23]1[N:24]1[C:2](=[O:1])[c:11]2[cH:10][cH:9][cH:8][cH:7][c:6]2[C:4]1=[O:5]
ClC(=O)c1ccccc1.C=O.[K]C#N>>OC(C#N)C(=O)c1ccccc1,[K:1][C:2]#[N:3].[CH2:4]=[O:5].[Cl:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[OH:5][CH:4]([C:2]#[N:3])[C:7](=[O:8])[c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1.[Cl:6].[K:1]
[NH4+].CC1(C)CC(CC(C)(C)C1)=C(c1ccc(O)cc1)c1ccc(cc1)C(O)=O>>CC1(C)CC(CC(C)(C)C1)=C(c1ccc(O)cc1)c1ccc(cc1)C(N)=O,[CH3:1][C:2]1([CH3:3])[CH2:4][C:5]([CH2:6][C:7]([CH3:8])([CH3:9])[CH2:10]1)=[C:11]([c:12]1[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]1)[c:19]1[cH:20][cH:21][c:22]([cH:23][cH:24]1)[C:25]([OH:26])=[O:27].[NH4+:28]>>[CH3:8][C:7]1([CH3:9])[CH2:6][C:5]([CH2:4][C:2]([CH3:1])([CH3:3])[CH2:10]1)=[C:11]([c:12]1[cH:18][cH:17][c:15]([OH:16])[cH:14][cH:13]1)[c:19]1[cH:24][cH:23][c:22]([cH:21][cH:20]1)[C:25]([NH2:28])=[O:27].[O:26]
O=C1OCc2ccccc12.[O-][N+](=O)c1cccc(C=O)c1>>[O-][N+](=O)c1cccc(c1)C1C(=O)c2ccccc2C1=O,[O-:1][N+:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([CH:9]=[O:10])[cH:11]1.[O:12]=[C:13]1[O:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]12>>[OH2:10].[O-:1][N+:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([cH:11]1)[CH:9]1[C:13](=[O:12])[c:21]2[cH:20][cH:19][cH:18][cH:17][c:16]2[C:15]1=[O:14]
CCc1sc(cc1-c1c(Br)cnn1C)C(=O)OC.CB1OB(C)OB(C)O1>>CCc1sc(cc1-c1c(C)cnn1C)C(=O)OC,[CH3:1][B:2]1[O:3][B:4]([CH3:5])[O:6][B:7]([CH3:8])[O:9]1.[CH3:10][CH2:11][c:12]1[s:13][c:14]([cH:15][c:16]1-[c:17]1[c:18]([Br:19])[cH:20][n:21][n:22]1[CH3:23])[C:24](=[O:25])[O:26][CH3:27]>>[CH3:10][CH2:11][c:12]1[s:13][c:14]([cH:15][c:16]1-[c:17]1[c:18]([CH3:8])[cH:20][n:21][n:22]1[CH3:23])[C:24](=[O:25])[O:26][CH3:27].[B:4].[B:2].[B:7].[Br:19].[C:1].[C:5].[O:9].[O:6].[O:3]
CC(C)(C)c1ccc(cc1N)[N+]([O-])=O.Cl.[O-]N=O.[O-]S([O-])=O>>CC(C)(C)c1ccc(cc1S(Cl)(=O)=O)[N+]([O-])=O,[O-:1][S:2]([O-:3])=[O:4].[O-:5][N:6]=[O:7].[ClH:8].[CH3:9][C:10]([CH3:11])([CH3:12])[c:13]1[cH:14][cH:15][c:16]([cH:17][c:18]1[NH2:19])[N+:20]([O-:21])=[O:22]>>[CH3:12][C:10]([CH3:11])([CH3:9])[c:13]1[cH:14][cH:15][c:16]([cH:17][c:18]1[S:2]([Cl:8])(=[O:4])=[O:1])[N+:20]([O-:21])=[O:22].[N:6].[N:19].[O:7].[O:5].[O:3]
OC(=O)CC(CC(O)=O)c1c(Cl)cccc1Cl.[NH4+]>>Clc1cccc(Cl)c1C1CC(=O)NC(=O)C1,[NH4+:1].[OH:2][C:3](=[O:4])[CH2:5][CH:6]([CH2:7][C:8]([OH:9])=[O:10])[c:11]1[c:12]([Cl:13])[cH:14][cH:15][cH:16][c:17]1[Cl:18]>>[Cl:13][c:12]1[cH:14][cH:15][cH:16][c:17]([Cl:18])[c:11]1[CH:6]1[CH2:7][C:8](=[O:10])[NH:1][C:3](=[O:4])[CH2:5]1.[O:9].[O:2]
Nc1ccc-2c(Cc3cc(Br)ccc-23)c1.CCCCI>>CCCCC1(CCCC)c2cc(N)ccc2-c2ccc(Br)cc12,[CH3:1][CH2:2][CH2:3][CH2:4][I:5].[NH2:6][c:7]1[cH:8][cH:9][c:10]-2[c:11]([CH2:12][c:13]3[cH:14][c:15]([Br:16])[cH:17][cH:18][c:19]-23)[cH:20]1.[C:21].[C:22].[C:23].[C:24]>>[CH3:22][CH2:23][CH2:21][CH2:24][C:12]1([CH2:4][CH2:3][CH2:2][CH3:1])[c:11]2[cH:20][c:7]([NH2:6])[cH:8][cH:9][c:10]2-[c:19]2[cH:18][cH:17][c:15]([Br:16])[cH:14][c:13]12.[I:5]
CCOC(=O)c1cc(cnc1Br)C(Br)(Br)Br.CCO.O>>CCOC(=O)c1cnc(Br)c(c1)C(=O)OCC,[OH2:1].[CH3:2][CH2:3][OH:4].[CH3:5][CH2:6][O:7][C:8](=[O:9])[c:10]1[cH:11][c:12]([cH:13][n:14][c:15]1[Br:16])[C:17]([Br:18])([Br:19])[Br:20]>>[CH3:2][CH2:3][O:4][C:17](=[O:1])[c:12]1[cH:13][n:14][c:15]([Br:16])[c:10]([cH:11]1)[C:8](=[O:9])[O:7][CH2:6][CH3:5].[Br:20].[Br:19].[Br:18]
CCOC(=O)CNS(=O)(=O)c1cnc(N)s1.C1CCC(CC1)NC1CCCCC1>>CCOC(=O)CNS(=O)(=O)c1cnc(NC(=O)N(C2CCCCC2)C2CCCCC2)s1,[CH2:1]1[CH2:2][CH2:3][CH:4]([CH2:5][CH2:6]1)[NH:7][CH:8]1[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1.[CH3:14][CH2:15][O:16][C:17](=[O:18])[CH2:19][NH:20][S:21](=[O:22])(=[O:23])[c:24]1[cH:25][n:26][c:27]([NH2:28])[s:29]1.[C:30].[O:31]>>[CH3:14][CH2:15][O:16][C:17](=[O:18])[CH2:19][NH:20][S:21](=[O:22])(=[O:23])[c:24]1[cH:25][n:26][c:27]([NH:28][C:30](=[O:31])[N:7]([CH:8]2[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]2)[CH:4]2[CH2:3][CH2:2][CH2:1][CH2:6][CH2:5]2)[s:29]1
CCl.CC(C)S(=O)(=O)NCC(C)(F)c1ccc(cc1)-c1cccc(N)c1.ClS(Cl)(=O)=O>>CC(C)S(=O)(=O)NCC(C)(F)c1ccc(cc1)-c1cccc(NS(C)(=O)=O)c1,[Cl:1][S:2]([Cl:3])(=[O:4])=[O:5].[CH3:6][CH:7]([CH3:8])[S:9](=[O:10])(=[O:11])[NH:12][CH2:13][C:14]([CH3:15])([F:16])[c:17]1[cH:18][cH:19][c:20]([cH:21][cH:22]1)-[c:23]1[cH:24][cH:25][cH:26][c:27]([NH2:28])[cH:29]1.[CH3:30][Cl:31]>>[CH3:8][CH:7]([CH3:6])[S:9](=[O:10])(=[O:11])[NH:12][CH2:13][C:14]([CH3:15])([F:16])[c:17]1[cH:22][cH:21][c:20]([cH:19][cH:18]1)-[c:23]1[cH:24][cH:25][cH:26][c:27]([NH:28][S:2]([CH3:30])(=[O:4])=[O:5])[cH:29]1.[Cl:3].[Cl:1].[Cl:31]
CC(C)(C)O.Cc1cccnc1C#N.O>>Cc1cccnc1C(=O)NC(C)(C)C,[CH3:2][C:1]([CH3:3])([CH3:4])[OH:5].[CH3:6][c:7]1[cH:12][cH:11][cH:10][n:9][c:8]1[C:13]#[N:14].[O:16]>>[CH3:6][c:7]1[cH:12][cH:11][cH:10][n:9][c:8]1[C:13](=[O:16])[NH:14][C:1]([CH3:2])([CH3:3])[CH3:4]
CC(=O)CCC(O)=O.Cc1cc(C)c(N)cc1N>>CC1CCC(=O)N1c1cc(N)c(C)cc1C,[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([NH2:7])[cH:8][c:9]1[NH2:10].[CH3:11][C:12](=[O:13])[CH2:14][CH2:15][C:16]([OH:17])=[O:18]>>[CH3:11][CH:12]1[CH2:14][CH2:15][C:16](=[O:18])[N:7]1[c:6]1[cH:8][c:9]([NH2:10])[c:2]([CH3:1])[cH:3][c:4]1[CH3:5].[O:17].[O:13]
CCOC(C)(OCC)OCC.NC12CC3CC(CC(C3)C1)C2.NC1CCCCC1>>CC(NC12CC3CC(CC(C3)C1)C2)=NC1CCCCC1,[CH3:16][CH2:15][O:14][C:12]([CH3:13])([O:17][CH2:18][CH3:19])[O:20][CH2:21][CH3:22].[NH2:11][C:1]12[CH2:10][CH:5]3[CH2:4][CH:3]([CH2:9][CH:7]([CH2:6]3)[CH2:8]1)[CH2:2]2.[NH2:29][CH:23]1[CH2:24][CH2:25][CH2:26][CH2:27][CH2:28]1>>[CH3:13][C:12]([NH:11][C:1]12[CH2:10][CH:5]3[CH2:4][CH:3]([CH2:9][CH:7]([CH2:6]3)[CH2:8]1)[CH2:2]2)=[N:29][CH:23]1[CH2:24][CH2:25][CH2:26][CH2:27][CH2:28]1
ClC(Cl)=O.COc1c(N)cc(cc1NS(C)(=O)=O)C(C)(C)C.Nc1ccc(-n2ccc3cnccc23)c2ccccc12>>COc1c(NC(=O)Nc2ccc(-n3ccc4cnccc34)c3ccccc23)cc(cc1NS(C)(=O)=O)C(C)(C)C,[NH2:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[cH:7][cH:8][c:9]3[cH:10][n:11][cH:12][cH:13][c:14]23)[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]12.[CH3:21][O:22][c:23]1[c:24]([NH2:25])[cH:26][c:27]([cH:28][c:29]1[NH:30][S:31]([CH3:32])(=[O:33])=[O:34])[C:35]([CH3:36])([CH3:37])[CH3:38].[Cl:39][C:40]([Cl:41])=[O:42]>>[CH3:21][O:22][c:23]1[c:24]([NH:25][C:40](=[O:42])[NH:1][c:2]2[cH:3][cH:4][c:5](-[n:6]3[cH:7][cH:8][c:9]4[cH:10][n:11][cH:12][cH:13][c:14]34)[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]23)[cH:26][c:27]([cH:28][c:29]1[NH:30][S:31]([CH3:32])(=[O:34])=[O:33])[C:35]([CH3:36])([CH3:38])[CH3:37].[Cl:39].[Cl:41]
NNc1ccncc1F.O=C1OC(=O)c2ccccc12>>Fc1cnccc1NN1C(=O)c2ccccc2C1=O,[O:1]=[C:2]1[O:3][C:4](=[O:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12.[NH2:12][NH:13][c:14]1[cH:15][cH:16][n:17][cH:18][c:19]1[F:20]>>[OH2:3].[F:20][c:19]1[cH:18][n:17][cH:16][cH:15][c:14]1[NH:13][N:12]1[C:4](=[O:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[C:2]1=[O:1]
OC(=O)c1ccc(c(F)c1)[N+]([O-])=O.[NH4+]>>NC(=O)c1ccc(c(F)c1)[N+]([O-])=O,[NH4+:1].[OH:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([c:9]([F:10])[cH:11]1)[N+:12]([O-:13])=[O:14]>>[NH2:1][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([c:9]([F:10])[cH:11]1)[N+:12]([O-:13])=[O:14].[O:2]
CCCC1(CC(=O)OCC)OCCc2c1[nH]c1c(C)c(cc(Br)c21)C(=O)OCc1ccccc1.[Cu]C#N>>CCCC1(CC(=O)OCC)OCCc2c1[nH]c1c(C)c(cc(C#N)c21)C(=O)OCc1ccccc1,[Cu:1][C:2]#[N:3].[CH3:4][CH2:5][CH2:6][C:7]1([CH2:8][C:9](=[O:10])[O:11][CH2:12][CH3:13])[O:14][CH2:15][CH2:16][c:17]2[c:18]1[nH:19][c:20]1[c:21]([CH3:22])[c:23]([cH:24][c:25]([Br:26])[c:27]21)[C:28](=[O:29])[O:30][CH2:31][c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1>>[CH3:4][CH2:5][CH2:6][C:7]1([CH2:8][C:9](=[O:10])[O:11][CH2:12][CH3:13])[O:14][CH2:15][CH2:16][c:17]2[c:18]1[nH:19][c:20]1[c:21]([CH3:22])[c:23]([cH:24][c:25]([C:2]#[N:3])[c:27]21)[C:28](=[O:29])[O:30][CH2:31][c:32]1[cH:37][cH:36][cH:35][cH:34][cH:33]1.[Br:26].[Cu:1]
OC(=O)C=O.COc1ccc(C=C)cc1OC.Nc1ccccc1I>>COc1ccc(cc1OC)C1CC(Nc2c(I)cccc12)C(O)=O,[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[I:8].[CH3:9][O:10][c:11]1[cH:12][cH:13][c:14]([CH:15]=[CH2:16])[cH:17][c:18]1[O:19][CH3:20].[OH:21][C:22](=[O:23])[CH:24]=[O:25]>>[CH3:9][O:10][c:11]1[cH:12][cH:13][c:14]([cH:17][c:18]1[O:19][CH3:20])[CH:15]1[CH2:16][CH:24]([NH:1][c:2]2[c:7]([I:8])[cH:6][cH:5][cH:4][c:3]12)[C:22]([OH:21])=[O:23].[O:25]
ClCC=C.C[Si](C)(C)C#N.Clc1ccc(C=C(C#N)C#N)cn1>>Clc1ccc(cn1)C(C#N)C(CC=C)(C#N)C#N,[Cl:17][CH2:14][CH:15]=[CH2:16].[CH3:18][Si:19]([CH3:20])([CH3:21])[C:22]#[N:23].[Cl:81][CH:80]([Cl:82])[Cl:83].[Cl:1][c:2]1[cH:3][cH:4][c:5]([CH:8]=[C:9]([C:10]#[N:11])[C:12]#[N:13])[cH:6][n:7]1>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][n:7]1)[CH:8]([C:22]#[N:23])[C:9]([CH2:14][CH:15]=[CH2:16])([C:10]#[N:11])[C:12]#[N:13]
CCOC(=O)C(=NOC)C(=O)CCl.OCCS>>CCOC(=O)C(=NOC)C1=CSCCO1,[OH:1][CH2:2][CH2:3][SH:4].[CH3:5][CH2:6][O:7][C:8](=[O:9])[C:10](=[N:11][O:12][CH3:13])[C:14](=[O:15])[CH2:16][Cl:17]>>[CH3:5][CH2:6][O:7][C:8](=[O:9])[C:10](=[N:11][O:12][CH3:13])[C:14]1=[CH:16][S:4][CH2:3][CH2:2][O:1]1.[Cl:17].[O:15]
